center_of_mass_without_motor,coordinate_system_orientation,environment.elevation,environment.gravity,environment.latitude,environment.longitude,environment.max_expected_height,error,fins.cant_angle,fins.n,fins.root_chord,fins.span,fins.sweep_length,fins.tip_chord,fins_position,flight_config.heading,flight_config.inclination,flight_config.max_time,flight_config.rail_length,inertia_11,inertia_12,inertia_13,inertia_22,inertia_23,inertia_33,mass,motor.average_thrust,motor.burn_time[0],motor.burn_time[1],motor.center_of_dry_mass_position,motor.dry_inertia_11,motor.dry_inertia_12,motor.dry_inertia_13,motor.dry_inertia_22,motor.dry_inertia_23,motor.dry_inertia_33,motor.dry_mass,motor.grain_density,motor.grain_initial_height,motor.grain_initial_inner_radius,motor.grain_number,motor.grain_outer_radius,motor.grain_separation,motor.grains_center_of_mass_position,motor.ignition_duration_fraction,motor.main_burn_end_ratio,motor.motor_diameter,motor.motor_length,motor.nozzle_radius,motor.peak_thrust_ratio,motor.tail_off_fraction,motor.throat_radius,motor.thrust_curve.avg_thrust,motor.thrust_curve.burn_time,motor.thrust_curve.max_thrust,motor.thrust_curve.peak_time,motor.thrust_curve.total_impulse,motor.thrust_curve_points,motor.thrust_profile_type,motor_position,nose_position,nosecone.base_radius,nosecone.bluffness,nosecone.kind,nosecone.length,nosecone.power,ok,parachute.cd_s,parachute.lag,parachute.name,parachute.noise[0],parachute.noise[1],parachute.noise[2],parachute.sampling_rate,parachute.trigger,radius,rail_buttons.angular_position,rail_buttons.lower_button_position,rail_buttons.upper_button_position,rocket_inner_radius,rocket_length,simulations.aerodynamics.power_off_drag.avg_value,simulations.aerodynamics.power_off_drag.end_value,simulations.aerodynamics.power_off_drag.max_value,simulations.aerodynamics.power_off_drag.min_value,simulations.aerodynamics.power_off_drag.start_value,simulations.aerodynamics.power_on_drag.avg_value,simulations.aerodynamics.power_on_drag.end_value,simulations.aerodynamics.power_on_drag.max_value,simulations.aerodynamics.power_on_drag.min_value,simulations.aerodynamics.power_on_drag.start_value,simulations.flight.apogee,simulations.flight.flight_time,simulations.flight.max_acceleration,simulations.flight.max_mach,simulations.flight.max_speed,simulations.motor.thrust_curve.avg_thrust,simulations.motor.thrust_curve.burn_time,simulations.motor.thrust_curve.max_thrust,simulations.motor.thrust_curve.peak_time,simulations.motor.thrust_curve.total_impulse,simulations.stability_margin.avg_value,simulations.stability_margin.max_value,simulations.stability_margin.min_value,simulations.stability_margin.value_mach0_time0,simulations.static_margin.avg_value,simulations.static_margin.end_value,simulations.static_margin.max_value,simulations.static_margin.min_value,simulations.static_margin.start_value,tail.bottom_radius,tail.length,tail.top_radius,tail_position,wall_thickness
1.8344271415100821,tail_to_nose,185.5771583395382,9.789873336931148,-17.566228898333456,-44.32478048450134,48324.28519553857,,1.0213659800503514,3,0.4741337931569166,0.24940190967978237,0.15492455351417583,0.13269461661858073,0.39223762150211605,23.819480565447243,84.93060094593824,756.9264452193372,5.68754535621396,0.5531628984701404,0.05782222316839797,0.09650164348326615,1.9755928408640977,-0.008628921805816356,0.27509677567487545,26.202093158053266,4087.8404086514174,0,3.667851360530314,0.3066219080433131,0.17002692554658946,-0.0034757220521114407,0.0017467583085852799,0.18543623630519507,0.017188107776971776,0.022970686446589603,6.866386635286333,1806.7216161411088,0.3719239293868012,0.02778382133024669,6,0.054065608636692276,0.010681131900413738,0.4633316875226771,0.06640892605808309,1.032026696875274,0.13988843926823222,1.7402166091118625,0.03946133311631256,1.9246251792319278,0.054802763309337296,0.016348435295061484,4087.840408651417,3.667851360530314,7408.59435062,0.22414647203240806,15076.888732305688,181,progressive,0.6248721738539404,3.146472140285916,0.145,0.1231337884745545,ogive,0.7759040747352445,0.3151905790688004,True,16.60511385234576,1.0795854687552975,Main,0.0,0.4490665875745591,0.05567663285786827,81.95487849383213,540.6184082595444,0.145,32.64590116813794,0.9891420106849377,1.6025381763782542,0.14000370154883146,3.9223762150211603,2.027092607444899,5.813620187619826,5.813620187619826,0.5216201876198256,0.5216201876198256,1.9257379770726533,5.522939178238834,5.522939178238834,0.49553917823883437,0.49553917823883437,2011.2585942290866,18.357106090784917,115.8902418256271,0.7647003621222395,258.2513636338805,4087.840408651417,3.667851360530314,7408.59435062,0.22414647203240806,15076.888732305688,1.182296776714571,1.2817489817970822,1.0987644724306407,1.0987644724306407,1.4581044058260364,1.969123431710321,1.969123431710321,1.0987644724306407,1.0987644724306407,0.113802152878481,0.5664775261334035,0.1422807152368501,0.0,0.0049962984511685345
1.8978629116963264,tail_to_nose,15.859227709241598,9.812720244433773,-17.725758894703773,-45.315766757752954,51294.144451299864,,0.6084019800972473,3,0.4246157898992775,0.2141375833090043,0.13514778045719186,0.11178740699499784,0.3314825180958287,28.077271774692477,82.536715845677,567.202725981213,5.724493919763488,1.0623976071590275,-0.031086587417068143,-0.04660733683391636,1.4120545945879295,-0.0341042703061097,0.16803651628080069,15.993472043394762,8572.177759318056,0,2.512647416997873,0.2572486137870184,0.14191965395700493,0.0010738498706956805,-0.019532717651011215,0.12920737395641443,-0.0050237114064363465,0.02844976593701462,7.3397582590677,1827.401090201405,0.3513384938789408,0.034863220246831014,7,0.06158533073205759,0.012920665811826871,0.25122514907345506,0.04578048953211916,0.9423775000975525,0.13816492067796338,1.3784405290508548,0.039255837762933884,1.4937891648508885,0.09732816944120903,0.018742621213280374,8572.177759318058,2.512647416997873,13424.064704625222,0.11250660076109878,21646.018813977214,202,neutral,0.592715180645677,2.5438357649311634,0.15999999999999998,0.02683076646197418,von karman,0.770989416027123,0.4849024957614516,True,18.81645792134128,0.47339863205831617,Main,0.0,0.9864458331865774,0.08293742454515596,104.60781623709784,419.63540239634534,0.15999999999999998,56.12691966539854,1.1463457540301147,2.3382491422197633,0.1548271035380311,3.3148251809582865,1.9537013817310411,5.740228961905968,5.740228961905968,0.44822896190596834,0.44822896190596834,1.856016312644489,5.45321751381067,5.45321751381067,0.4258175138106699,0.4258175138106699,2142.4527226434107,16.946105296000873,217.573632932376,1.2604272412613151,426.33991080883857,8572.177759318058,2.512647416997873,13424.064704625222,0.11250660076109878,21646.018813977214,0.6502458537869267,0.7110687690698726,0.5993211345632071,0.5993211345632071,1.119558613067023,1.9784340982254771,1.9784340982254771,0.5993211345632071,0.5993211345632071,0.15265535334148167,0.5968554944657485,0.15317465691898724,0.0,0.005172896461968867
1.5856297327424513,tail_to_nose,27.454073710039715,9.825108564169652,-15.468656784632236,-40.271671222505645,14332.184757526556,,1.3266795524430957,3,0.32535407394068827,0.24017865491534424,0.11107867027241933,0.12188613948230989,0.31986697366599964,161.7725482090835,87.73923171910481,760.7685150926052,7.0333483741123635,1.8446185330688878,0.0703926842385891,0.052650674546402626,0.9251866290687711,-0.09813435855327612,0.21071448440415877,28.530083959605555,5237.675778470097,0,4.679809213237101,0.2625018945159015,0.1969956417268176,0.007648138588897419,0.0033514934955534773,0.09783262591903372,-0.015207251076604637,0.03545078753888094,11.919991142295377,1608.2515560697716,0.26476200388234283,0.031820917388026435,7,0.06167229247872458,0.024524759703905233,0.5661700579344684,0.05755406048918582,0.8214118130998667,0.1262267699579859,1.7982751598316313,0.020366674429088013,2.130577255151204,0.11860034512312703,0.024232067147834165,5237.675778470097,4.679809213237101,11263.54080898544,0.25220528694092165,24658.09775543456,168,neutral,0.3328650277711586,2.2493598664775485,0.15999999999999998,0.06523453506206756,ogive,0.949309870182448,0.8576274409336533,True,9.619391299295451,0.8682308389659319,Main,0.0,0.5397872479862915,0.08803525568116324,159.2318371703952,529.2086182003202,0.15999999999999998,34.164361016560186,0.7931222953334277,2.255118699846781,0.1540221979357443,3.1986697366599963,1.9454788946286385,5.732006474803566,5.732006474803566,0.4400064748035662,0.4400064748035662,1.848204949897207,5.445406151063388,5.445406151063388,0.41800615106338784,0.41800615106338784,2840.0291314650253,21.803033822789928,162.82828903302675,1.0057216682108383,338.9492534919368,5237.675778470097,4.679809213237101,11263.54080898544,0.25220528694092165,24658.09775543456,0.7322324057253168,0.8424828301528976,0.6407596408561164,0.6407596408561164,0.8624960152549634,1.1249747192420465,1.1249747192420465,0.6407596408561164,0.6407596408561164,0.11303990927429576,0.3973058189734836,0.15515859569492357,0.0,0.0059778020642557005
1.9364712141640124,tail_to_nose,41.35057110828717,9.799831853285902,-24.2374655430514,-51.097893582998225,23782.164583146547,,1.7329673335105393,3,0.41531582964192754,0.29,0.17829765815227205,0.2159602511183038,0.28300129062672,356.44303488352165,87.88379222890525,654.95526845326,4.53944483008015,1.515049231134367,-0.015615636062945915,-0.09404055611238593,1.8382693515572681,-0.05627240503927933,0.13477553305176648,18.34816107223234,4434.504429230972,0,3.0580834688880523,0.3719778612394855,0.08306609330610451,-0.01974004961287756,0.012232770073312315,0.1383898525813863,0.007925575799529076,0.0685658274006696,9.2696488836193,1669.4678354179105,0.2306630829559546,0.030269882580130483,5,0.04538284405268972,0.017598546012746748,0.37948969024231416,0.03499304651412837,0.8315200792313833,0.13263388220258404,1.0212287757470908,0.02397675301373297,1.767539903737474,0.11456067604197119,0.01974826656669285,4434.504429230972,3.0580834688880523,7750.367654596537,0.0977469601927688,13623.007448873328,220,neutral,0.434973913392139,1.8748251458166394,0.145,0.0866028217885143,von karman,0.955187760450561,0.7932002853504464,True,9.951849165873018,1.1720023448044066,Main,0.0,0.07140250957854832,0.06349782881970603,150.526276156654,477.63535011376075,0.145,43.867806355533475,0.7468865550908557,2.134139877029708,0.14117491204489263,2.8300129062672004,1.985000570459861,5.771528150634788,5.771528150634788,0.4795281506347885,0.4795281506347885,1.8857505419368679,5.482951743103048,5.482951743103048,0.455551743103049,0.455551743103049,2245.0033415261346,18.516331960920798,215.49843336524293,0.9787128917644563,330.8284963034982,4434.504429230972,3.0580834688880523,7750.367654596537,0.0977469601927688,13623.007448873328,3.438320659557576,3.481501097749399,3.402292933796844,3.402292933796844,3.656649202339939,3.915315337812454,3.915315337812454,3.402292933796844,3.402292933796844,0.13778380355887263,0.35205049001566646,0.14103722469217114,0.0,0.003825087955107358
1.5698771720502285,tail_to_nose,96.38945600240356,9.82764024641197,-17.405881755602266,-49.77285340813876,69051.9375904539,,0.16030302317239742,4,0.33254558691548447,0.19898206494768927,0.06895070841352609,0.19961652945856206,0.31433010163565667,150.43515690445088,89.76766225313527,577.6450497202934,5.889523967484799,1.5476579419480778,0.021797667472298582,0.0028157076722216956,0.6444266228361714,0.01532404180224936,0.3395231798239715,29.391095242932316,12390.982014367439,0,5.767614455861118,0.2306053392090625,0.058657716793054995,-0.013861283631401329,-0.013575375821462173,0.06609565334791688,0.013380346446030509,0.027473107893403594,8.363612436183754,1793.075247829504,0.37254767756575274,0.025133520256271365,4,0.05493042297255257,0.01753850371592218,0.22445987082745084,0.06555009099157004,0.8412162840015633,0.13561274749269497,1.7576813491999144,0.03773016478945566,1.6369278268532717,0.08655769097541677,0.024260875333182677,12390.982014367439,5.767614455861118,22071.487377481764,0.3555378774160963,71955.90292665733,147,regressive,0.5365314176922849,2.513102449157046,0.145,0.11803291959368933,parabolic,0.6301985671995203,0.929239273118802,True,16.73945953124833,1.4926823318538576,Main,0.0,0.2970061190048464,0.08993664739961356,60.55266741943482,635.9409220683588,0.145,43.01980198353745,0.8169431614064191,2.328575721049524,0.13971194740808157,3.1433010163565664,1.9917168423004192,5.778244422475346,5.778244422475346,0.486244422475346,0.486244422475346,1.892131000185398,5.489332201351579,5.489332201351579,0.4619322013515787,0.4619322013515787,6278.011903990374,27.87019907277629,374.5684147050966,1.9680253159043086,649.7496405333779,12390.982014367439,5.767614455861118,22071.487377481764,0.3555378774160963,71955.90292665733,0.912660833531543,0.9853721747515509,0.8513793247231645,0.8513793247231645,1.200732982735677,1.6055781951291859,1.6055781951291859,0.8513793247231645,0.8513793247231645,0.11316352631904382,0.32781682923465144,0.14410380146121762,0.0,0.005288052591918406
1.4859067949036169,tail_to_nose,88.23479914216765,9.80072761726738,-29.730619119109917,-56.37619241122575,40600.35659197297,,1.34139666463004,4,0.3758482719860504,0.2800144741588445,0.17451315050709193,0.21349715707263323,0.3700649140462805,107.73240331611797,85.9506517115332,748.7032084628596,4.6429238710806295,1.9483586950467737,0.05097966322719835,0.08583989113564305,1.350110043531037,-0.04517755560145125,0.398955638783436,27.97567685925015,9765.469974055748,0,3.175841366076762,0.3806142743045806,0.1932854311698195,-0.00501810975937972,-0.018991224366149435,0.051691394407301375,0.00700335636620911,0.06330091424075243,8.185743883637524,1605.8425687898912,0.30223311446042944,0.01657323169068156,3,0.06449459551367648,0.021303203116895986,0.43923448788406616,0.035200285180169676,0.9761965601815659,0.12916554533045965,1.5738756055799052,0.031705933202916765,1.9393598849142848,0.10118022671024365,0.0212555180970631,9765.469974055748,3.175841366076762,19028.3163708748,0.10586137886922539,31185.8811889134,181,neutral,0.347276113615475,2.8652503642744263,0.155,0.005345746798043832,parabolic,0.8353987761883785,0.8432754860544918,True,18.237911808301405,0.6857117727487565,Main,0.0,0.21923363392472317,0.07858846901320649,152.11776570332785,521.0901468511411,0.155,49.9578293590452,0.6108209563431108,2.413431279160701,0.1497580798117712,3.700649140462805,2.03232402441769,5.818851604592617,5.818851604592617,0.5268516045926172,0.5268516045926172,1.9307078231968051,5.5279090243629865,5.5279090243629865,0.5005090243629863,0.5005090243629863,3251.7031849715004,20.72377741817216,346.4719047408633,1.4494641522984657,488.0089362659089,9765.469974055748,3.175841366076762,19028.3163708748,0.10586137886922539,31185.8811889134,1.34340416122133,1.4244522285750483,1.2758195254551459,1.2758195254551459,1.535161865913829,1.8368195545689878,1.8368195545689878,1.2758195254551459,1.2758195254551459,0.12604760812883858,0.4193314268418452,0.14800842338479256,0.0,0.0052419201882288125
2.082186527468677,tail_to_nose,183.47425393110296,9.784767452785918,-17.773785211911242,-46.24821861402374,62103.99892988228,,1.7308048294102603,3,0.4479131273454496,0.25978370355915015,0.10129522731655216,0.16082001005946533,0.3502896225699834,256.8914968274196,84.1101221871687,380.3303346334596,7.128589738490305,1.0470437029887614,-0.038763246921995426,-0.0810934207081069,1.9232606597010304,0.0023356241323572446,0.26962981210795656,28.4796696189689,7919.817994793331,0,4.292769870708302,0.5036278453883931,0.06296047732371245,0.002078413577362999,0.013553747254529933,0.05918498602047895,0.01201860588393783,0.03531301233462289,10.515967928939112,1747.1980714677586,0.2941556354152936,0.02083914494240336,4,0.05591724032722539,0.014120066978501728,0.4676391794502859,0.03993781974436561,1.0324173440672926,0.12387058371612683,1.21938365308687,0.03221170693657818,1.739118970847977,0.10706317244347663,0.021645661945076805,7919.817994793331,4.292769870708302,12286.966068137504,0.14502600914555072,34227.671988931055,149,regressive,0.5032013495763142,2.4269722887857235,0.155,0.06223850114311611,von karman,1.0759239369141103,0.7068454332502576,True,13.040868866336417,0.7027792495054261,Main,0.0,0.29617499791892665,0.0068487792574548735,69.63198905139781,530.9531545737802,0.155,45.7378654846297,0.6625938024429852,1.8994263881226163,0.14947002138429927,3.5028962256998337,1.9878234120115217,5.774350992186449,5.774350992186449,0.48235099218644917,0.48235099218644917,1.8884322414109456,5.485633442577126,5.485633442577126,0.45823344257712667,0.45823344257712667,3915.4443310497445,23.19231429669423,208.81879185943052,1.4360221629233996,481.4092138398665,7919.817994793331,4.292769870708302,12286.966068137504,0.14502600914555072,34227.671988931055,2.7477952738780633,2.7989077269697304,2.7050521868214235,2.7050521868214235,3.0828946057380695,3.5221725096851184,3.5221725096851184,2.7050521868214235,2.7050521868214235,0.15408787866727605,0.23610604560480286,0.15299217035000245,0.0,0.005529978615700727
2.1093863277875307,tail_to_nose,59.16707613895205,9.795738654057383,-11.674144514244887,-45.95608780439056,37671.75808676857,,0.4696598097956137,4,0.41243341287190133,0.29764375277551663,0.0626775277921368,0.14439433155880702,0.2870043715684538,292.94792673907995,88.35793451415707,235.08830806598044,6.374851663721698,0.9267183528289193,-0.0647088941221794,-0.046117069228821334,0.6178915575191688,0.030470991778954043,0.30100740977224427,27.020531697384016,13849.458895220636,0,3.5418709486930906,0.49694155602553136,0.10849380569034942,-0.010267580928781382,-0.013293628655833816,0.16344703637745367,0.0005655623964630832,0.043738214473097364,8.940057053337107,1731.0489108680117,0.2973595150856884,0.029109401940300622,4,0.04461162002602976,0.02772480972845047,0.28424691484556425,0.06520449883270518,0.9487539851766864,0.12911284378917667,1.2144697936938706,0.021554980363869963,1.5108964965198617,0.07923471445431864,0.016117747816518823,13849.458895220634,3.5418709486930906,22528.77110779832,0.22794218976737712,49295.83273053722,203,progressive,0.6246730322183345,1.7319112725824606,0.155,0.09168778028696516,von karman,1.1381324431020776,0.46526471181742435,True,10.875497221585903,0.9994431735413696,Main,0.0,0.3481029308500976,0.017014493447762468,190.89174648441505,486.9167664415046,0.155,32.552265621473346,1.0368626129047998,2.163698663854924,0.15193745124431146,2.870043715684538,1.9917139949849638,5.778241575159891,5.778241575159891,0.48624157515989125,0.48624157515989125,1.892128295235716,5.489329496401896,5.489329496401896,0.4619294964018967,0.4619294964018967,4430.8996936081185,22.95794926686148,512.5560431500352,1.8993204707587104,635.2468016175214,13849.458895220634,3.5418709486930906,22528.77110779832,0.22794218976737712,49295.83273053722,4.13857993378815,4.1824803047552646,4.102067545582594,4.102067545582594,4.357822652041417,4.627313785154693,4.627313785154693,4.102067545582594,4.102067545582594,0.11146158452498238,0.28128768672881954,0.14854841225129034,0.0,0.003062548755688538
1.579568861612376,tail_to_nose,66.16192234166405,9.806207345950396,-27.06392304890217,-42.037265673343796,52059.72823707037,,1.5881193389985393,4,0.39749340303607716,0.1619870685564066,0.11833587511648651,0.18107940794965646,0.3424024586754787,191.94343757351612,83.16798562725712,537.7881698813015,6.03713192213071,0.9343521449241479,-0.07996397889153611,0.05488955902116477,0.837029667012213,0.03776388315780893,0.32747567894698865,16.749831159785273,5885.931650552348,0,5.667557841258665,0.43864048524240573,0.10374265433127444,-0.013638063635823185,0.00044056268634399057,0.10082313549688782,0.0035447511358939233,0.03696377692396341,10.020202800309056,1839.7308113340819,0.4908702439584741,0.02750633937445682,5,0.04269292163534424,0.010700066588007071,0.3929394233815854,0.039918585651087926,1.069486728193079,0.12757456341637488,1.507210924496809,0.03181994354800101,1.6066774949259535,0.053444331609019166,0.021491438786459302,5885.931650552349,5.667557841258665,8610.529970109581,0.2044995097361374,33530.81095589743,195,regressive,0.39952347503800373,2.406386804904754,0.15999999999999998,0.0554271159661729,von karman,1.0176377818500326,0.6296147163315917,True,18.072994357730227,0.6454611552616017,Main,0.0,0.7534552336024462,0.06467903893887852,73.59038815940534,321.8115943594633,0.15999999999999998,40.70033883232139,1.1967992884415297,2.1432016870508934,0.15489515733282183,3.4240245867547867,1.9717290158131424,5.75825659598807,5.75825659598807,0.4662565959880701,0.4662565959880701,1.8731425650224856,5.470343766188666,5.470343766188666,0.4429437661886666,0.4429437661886666,3696.667898606632,21.58980950589419,201.6998048917498,1.4376320936025235,479.4817620257588,5885.931650552349,5.667557841258665,8610.529970109581,0.2044995097361374,33530.81095589743,0.6180597840226013,0.6493890425610349,0.5914875456337171,0.5914875456337171,0.8399206562075778,1.1663538650208363,1.1663538650208363,0.5914875456337171,0.5914875456337171,0.15134146987438693,0.4735021322817209,0.15476725891925405,0.0,0.0051048426671781374
1.8518599680085779,tail_to_nose,173.92808463561113,9.78315120028442,-22.736712213981825,-57.31852587103553,54340.58670526904,,1.2548187784458644,4,0.34726059098809237,0.27825366859081857,0.10468676485801723,0.20311166395629,0.35586795946945343,256.93546796688145,83.0545491092395,356.1860579775894,6.921789774047875,1.8362164333389217,0.030345421888232527,0.023423455571393442,1.8632427848208022,0.0006787677422094712,0.1746050237990338,19.15936281669517,13952.098668617211,0,5.550614454878572,0.35965628989049203,0.09519416847873763,-0.017896078305517288,0.004303267854404994,0.09638891278010797,0.009434184335835389,0.049766033991659804,9.813718962852917,1803.8098123792333,0.4294282548457815,0.02138923265868544,6,0.04701205337941359,0.0149123777623858,0.6322847279012931,0.032649121507948374,1.0614045629551145,0.14415494912993648,1.4226129798946683,0.02890508194002577,2.192408513406881,0.07560934840606749,0.024153417349560356,13952.098668617213,5.550614454878572,27861.33586102814,0.16325336631995802,77822.34172506543,205,progressive,0.5948147264831287,2.828402279955313,0.15,0.05308081305550444,conical,0.7302773147392212,0.7609521665650592,True,9.119182746379323,0.8509896554272227,Main,0.0,0.8670802130761621,0.06767866511175696,50.455831428166945,704.0802244713634,0.15,53.691102942391,0.9585964790291202,1.988548422290381,0.14454898842035016,3.558679594694534,2.0303595710125366,5.816887151187463,5.816887151187463,0.5248871511874633,0.5248871511874633,1.9288415924619093,5.52604279362809,5.52604279362809,0.4986427936280901,0.4986427936280901,5487.549975002039,24.036085565921816,506.9650815062884,2.0408604759460878,672.7191573199837,13952.098668617213,5.550614454878572,27861.33586102814,0.16325336631995802,77822.34172506543,2.1522641176476753,2.243511314165522,2.076106497933367,2.076106497933367,2.2840142755238944,2.5776215390021404,2.5776215390021404,2.076106497933367,2.076106497933367,0.10784955107944258,0.4731741415251849,0.14889046574703466,0.0,0.005451011579649821
